Delivery,Item,Ship-to party,Material,Delivery quantity,Sales unit,Material Avail. Date,Reference document,Batch
8000136478,900004,BG00013661,ENR925T70-DR000200,"1,800.000",KG,27-08-18,1000163263,CH8014
8000136478,900005,BG00013661,ENR925T70-DR000200,200.000,KG,27-08-18,1000163263,CH8015
8000136478,900008,BG00013661,ENFB303T0-DR000200,400.000,KG,27-08-18,1000163263,CG8005
8000136478,900009,BG00013661,ENFB303T0-DR000200,600.000,KG,27-08-18,1000163263,CH8006
8000136610,10,BG00013306,ENR20SE65-DR000200,400.000,KG,28-08-18,1000162918,CG8005
8000136610,20,BG00013306,ENR225000-DR000200,"1,000.000",KG,28-08-18,1000162918,CH8006
8000136610,30,BG00013306,ENR286000-DR000200,"1,000.000",KG,28-08-18,1000162918,CH8036
8000136610,40,BG00013306,ENR925T70-DR000200,"1,000.000",KG,28-08-18,1000162918,CH8015
8000136610,50,BG00013306,ENFB303T0-DR000200,"1,400.000",KG,28-08-18,1000162918,CH8006
8000136813,10,BG00013090,ENF787000-DR000200,800.000,KG,29-08-18,1000163662,CF8003
8000136816,10,BG00013090,ENR925T70-DR000200,400.000,KG,29-08-18,1000163608,CH8015
8000136816,20,BG00013090,ENFB303T0-DR000200,200.000,KG,29-08-18,1000163608,CH8006
8000136816,30,BG00013090,ENJQM743B-DR000200,400.000,KG,29-08-18,1000163608,CD8001
8000136872,10,BG00013090,ENJQC418H-DR000200,0.000,KG,30-08-18,1000163031,
8000136872,900001,BG00013090,ENJQC418H-DR000200,"2,000.000",KG,30-08-18,1000163031,CH8016
8000136872,900002,BG00013090,ENJQC418H-DR000200,400.000,KG,30-08-18,1000163031,CH8017
8000137168,10,BG00013661,ENR286000-DR000200,"1,000.000",KG,03-09-18,1000163472,CH8037
8000137168,20,BG00013661,ENR48B000-DR000200,"4,000.000",KG,03-09-18,1000163472,CH8035
8000137168,30,BG00013661,ENR925T70-DR000200,"4,000.000",KG,03-09-18,1000163472,CH8015
8000137168,40,BG00013661,ENJQ17090-DR000200,"2,000.000",KG,03-09-18,1000163472,CE8003
8000137384,10,BG00013306,ENR20SE65-DR000200,"1,000.000",KG,04-09-18,1000163744,CG8005
8000137384,20,BG00013306,ENR225000-DR000200,"1,200.000",KG,04-09-18,1000163744,CH8006
8000137384,30,BG00013306,ENR286000-DR000200,0.000,KG,04-09-18,1000163744,
8000137384,40,BG00013306,ENFB303T0-DR000200,"1,000.000",KG,04-09-18,1000163744,CH8006
8000137384,900001,BG00013306,ENR286000-DR000200,"1,600.000",KG,04-09-18,1000163744,CH8037
8000137384,900002,BG00013306,ENR286000-DR000200,200.000,KG,04-09-18,1000163744,CH8038
8000137538,10,BG00013090,ENJQB5100-DR000200,200.000,KG,05-09-18,1000164341,CF8004
8000137552,10,BG00013661,ENRMB30T0-DR000200,"2,000.000",KG,05-09-18,1000163485,CG8002
8000137552,20,BG00013661,ENFKH210T-DR000200,"1,000.000",KG,05-09-18,1000163485,CC8001
8000137552,30,BG00013661,ENFKH113T-DR000200,"1,200.000",KG,05-09-18,1000163485,CE8002
8000137552,40,BG00013661,ENJQ17090-DR000200,0.000,KG,05-09-18,1000163485,
8000137552,900004,BG00013661,ENJQ17090-DR000200,200.000,KG,05-09-18,1000163485,CE8003
8000137552,900005,BG00013661,ENJQ17090-DR000200,"1,800.000",KG,05-09-18,1000163485,CH8004
8000137559,10,BG00013306,ENR925T70-DR000200,0.000,KG,05-09-18,1000164346,
8000137559,900001,BG00013306,ENR925T70-DR000200,"2,000.000",KG,05-09-18,1000164346,CH8015
8000137562,10,BG00013090,ENR62E000-DR000200,600.000,KG,05-09-18,1000164340,CH8011
8000137562,20,BG00013090,ENJQC418H-DR000200,"2,400.000",KG,10-09-18,1000164340,CH8017
8000137578,10,BG00013090,ENFC20100-DR000200,0.000,KG,05-09-18,1000164342,
8000137578,900001,BG00013090,ENFC20100-DR000200,800.000,KG,05-09-18,1000164342,CC8003
8000138014,10,BG00013661,ENFKH210T-DR000200,0.000,KG,10-09-18,1000163485,
8000138014,900001,BG00013661,ENFKH210T-DR000200,200.000,KG,10-09-18,1000163485,CJ8002
8000138015,10,BG00013661,ENRMB20T0-DR000200,600.000,KG,10-09-18,1000164924,CH8007
8000138015,20,BG00013661,ENRMB30T0-DR000200,"2,600.000",KG,10-09-18,1000164924,CG8002
8000138015,30,BG00013661,ENFB303T0-DR000200,200.000,KG,10-09-18,1000164924,CH8006
8000138070,10,BG00013306,ENR225000-DR000200,"1,000.000",KG,11-09-18,1000164795,CH8006
8000138145,10,BG00013661,ENFB303T0-DR000200,"1,800.000",KG,11-09-18,1000164924,CJ8007
8000138146,10,BG00013306,ENR286000-DR000200,"1,000.000",KG,11-09-18,1000164347,CH8038
8000138146,20,BG00013306,ENRMB20T0-DR000200,200.000,KG,11-09-18,1000164347,CH8007
8000138211,10,BG00013661,ENR20SE65-DR000200,0.000,KG,11-09-18,1000164941,
8000138211,20,BG00013661,ENR48B000-DR000200,0.000,KG,11-09-18,1000164941,
8000138211,30,BG00013661,ENR925T70-DR000200,"4,000.000",KG,11-09-18,1000164941,CJ8016
8000138211,40,BG00013661,ENJQC418H-DR000200,"2,000.000",KG,11-09-18,1000164941,CJ8018
8000138211,900011,BG00013661,ENR20SE65-DR000200,600.000,KG,11-09-18,1000164941,CG8005
8000138211,900012,BG00013661,ENR20SE65-DR000200,400.000,KG,11-09-18,1000164941,CJ8006
8000138211,900013,BG00013661,ENR48B000-DR000200,"3,600.000",KG,11-09-18,1000164941,CH8035
8000138211,900014,BG00013661,ENR48B000-DR000200,400.000,KG,11-09-18,1000164941,CH8036
8000138212,10,BG00013090,ENR925T70-DR000200,"1,600.000",KG,11-09-18,1000164339,CJ8016
8000138305,10,BG00013090,ENR20SE65-DR000200,"1,600.000",KG,12-09-18,1000164942,CJ8006
8000138305,20,BG00013090,ENJQC418H-DR000200,0.000,KG,12-09-18,1000164942,
8000138305,900006,BG00013090,ENJQC418H-DR000200,200.000,KG,12-09-18,1000164942,CJ8018
8000138305,900007,BG00013090,ENJQC418H-DR000200,"2,200.000",KG,12-09-18,1000164942,CJ8019
8000138326,10,BG00013090,ENFC20100-DR000200,400.000,KG,13-09-18,1000165252,CC8003
8000138326,20,BG00013090,ENF787000-DR000200,600.000,KG,13-09-18,1000165252,CF8003
8000138342,10,BG00013090,ENR225000-DR000200,0.000,KG,13-09-18,1000165288,
8000138342,900001,BG00013090,ENR225000-DR000200,200.000,KG,13-09-18,1000165288,CH8006
8000138834,10,BG00013661,ENRMB20T0-DR000200,0.000,KG,18-09-18,1000164924,
8000138834,20,BG00013661,ENRMB30T0-DR000200,0.000,KG,18-09-18,1000164924,
8000138834,900001,BG00013661,ENRMB20T0-DR000200,"3,400.000",KG,18-09-18,1000164924,CJ8008
8000138834,900002,BG00013661,ENRMB30T0-DR000200,"1,400.000",KG,18-09-18,1000164924,CJ8003
8000138847,10,BG00013090,ENJQC418H-DR000200,"2,400.000",KG,19-09-18,1000165622,CJ8020
8000138853,10,BG00013306,ENRMB20T0-DR000200,200.000,KG,19-09-18,1000164347,CJ8008
8000138856,10,BG00013090,ENJQM743B-DR000200,0.000,KG,19-09-18,1000165813,
8000138856,900001,BG00013090,ENJQM743B-DR000200,200.000,KG,19-09-18,1000165813,CD8001
8000138856,900002,BG00013090,ENJQM743B-DR000200,400.000,KG,19-09-18,1000165813,CJ8002
8000138858,10,BG00013661,ENRMB30T0-DR000200,"5,000.000",KG,19-09-18,1000165462,CJ8003
8000139043,10,BG00013306,ENR20SE65-DR000200,600.000,KG,20-09-18,1000166065,CJ8006
8000139043,20,BG00013306,ENR925T70-DR000200,"2,000.000",KG,20-09-18,1000166065,CJ8016
8000139043,30,BG00013306,ENRMB20T0-DR000200,"1,000.000",KG,20-09-18,1000166065,CJ8008
8000139404,10,BG00013306,ENR225000-DR000200,"1,000.000",KG,25-09-18,1000166478,CH8006
8000139404,20,BG00013306,ENR286000-DR000200,400.000,KG,25-09-18,1000166478,CJ8041
8000139404,30,BG00013306,ENRMB20T0-DR000200,400.000,KG,25-09-18,1000166478,CJ8008
8000139404,40,BG00013306,ENFB303T0-DR000200,"1,000.000",KG,25-09-18,1000166478,CJ8007
8000139423,10,BG00013661,ENRMB20T0-DR000200,"2,000.000",KG,26-09-18,1000166333,CJ8008
8000139423,20,BG00013661,ENRMB30T0-DR000200,800.000,KG,26-09-18,1000166333,CJ8003
8000139424,10,BG00013090,ENJQC418H-DR000200,"1,600.000",KG,26-09-18,1000166303,CJ8022
8000139424,20,BG00013090,ENJQM743B-DR000200,400.000,KG,26-09-18,1000166303,CJ8002
8000139487,10,BG00013661,ENR48B000-DR000200,"2,000.000",KG,26-09-18,1000166506,CJ8037
8000139698,10,BG00013090,ENR62E000-DR000200,200.000,KG,27-09-18,1000166830,CJ8012
8000139698,20,BG00013090,ENF787000-DR000200,600.000,KG,27-09-18,1000166830,CJ8004
8000140106,10,BG00013090,ENJQ17090-DR000200,200.000,KG,02-10-18,1000167218,CH8004
8000140112,10,BG00013661,ENRMB30T0-DR000200,"3,200.000",KG,02-10-18,1000166333,CJ8004
8000140113,10,BG00013661,ENRMB30T0-DR000200,"1,000.000",KG,02-10-18,1000165462,CJ8004
8000140327,10,BG00013306,ENR286000-DR000200,0.000,KG,04-10-18,1000166948,
8000140327,20,BG00013306,ENR925T70-DR000200,0.000,KG,04-10-18,1000166948,
8000140327,900004,BG00013306,ENR925T70-DR000200,200.000,KG,04-10-18,1000166948,CJ8016
8000140327,900005,BG00013306,ENR925T70-DR000200,"2,800.000",KG,04-10-18,1000166948,CJ8017
8000140327,900006,BG00013306,ENR286000-DR000200,200.000,KG,04-10-18,1000166948,CJ8043
8000140327,900007,BG00013306,ENR286000-DR000200,800.000,KG,04-10-18,1000166948,CJ8044
8000140341,10,BG00013090,ENF750T00-DR000200,"1,200.000",KG,03-10-18,1000167624,CH8002
8000140434,10,BG00013661,ENR20SE65-DR000200,"1,200.000",KG,05-10-18,1000167263,CJ8006
8000140434,20,BG00013661,ENR286000-DR000200,"1,000.000",KG,05-10-18,1000167263,CJ8044
8000140434,30,BG00013661,ENR48B000-DR000200,0.000,KG,05-10-18,1000167263,
8000140434,900005,BG00013661,ENR48B000-DR000200,"2,600.000",KG,05-10-18,1000167263,CJ8039
8000140434,900006,BG00013661,ENR48B000-DR000200,"1,400.000",KG,05-10-18,1000167263,CJ8040
8000140510,10,BG00013306,ENR20SE65-DR000200,"1,000.000",KG,05-10-18,1000166950,CJ8006
8000140510,20,BG00013306,ENR225000-DR000200,"2,000.000",KG,05-10-18,1000166950,CK8007
8000140514,10,BG00013306,ENR225000-DR000200,"1,200.000",KG,05-10-18,1000166478,CK8007
8000140551,10,BG00013090,ENFC20100-DR000200,400.000,KG,08-10-18,1000167804,CC8003
8000140555,10,BG00013090,ENR225000-DR000200,200.000,KG,08-10-18,1000167636,CK8007
8000140693,10,BG00013306,ENR286000-DR000200,"2,000.000",KG,08-10-18,1000167754,CJ8044
8000140693,20,BG00013306,ENR48B000-DR000200,"1,400.000",KG,08-10-18,1000167754,CJ8040
8000140693,30,BG00013306,ENRMB20T0-DR000200,"1,000.000",KG,08-10-18,1000167754,CK8009
8000140693,40,BG00013306,ENJQ17090-DR000200,600.000,KG,08-10-18,1000167754,CH8004
8000140693,50,BG00013306,ENFB303T0-DR000200,"2,000.000",KG,08-10-18,1000167754,CJ8007
8000140694,10,BG00013306,ENRMB20T0-DR000200,200.000,KG,08-10-18,1000166478,CK8009
8000140733,10,BG00013090,ENFC20100-DR000200,0.000,KG,09-10-18,1000167914,
8000140733,900001,BG00013090,ENFC20100-DR000200,200.000,KG,09-10-18,1000167914,CC8003
8000140733,900002,BG00013090,ENFC20100-DR000200,"1,000.000",KG,09-10-18,1000167914,CH8004
8000140808,10,BG00013090,ENR925T70-DR000200,"2,400.000",KG,09-10-18,1000168035,CJ8017
8000140808,20,BG00013090,ENJQC418H-DR000200,"2,000.000",KG,09-10-18,1000168035,CJ8022
8000140909,10,BG00013090,ENR20SE65-DR000200,800.000,KG,10-10-18,1000168125,CJ8006
8000140909,20,BG00013090,ENR225000-DR000200,400.000,KG,10-10-18,1000168125,CK8007
8000141129,10,BG00013306,ENR20SE65-DR000200,"1,000.000",KG,12-10-18,1000167756,CJ8006
8000141129,20,BG00013306,ENR925T70-DR000200,"2,000.000",KG,12-10-18,1000167756,CJ8017
8000141148,10,BG00013661,ENR48B000-DR000200,"2,000.000",KG,12-10-18,1000168402,CJ8040
8000141148,20,BG00013661,ENRMB20T0-DR000200,"2,000.000",KG,12-10-18,1000168402,CK8009
8000141148,30,BG00013661,ENFKH210T-DR000200,"1,200.000",KG,12-10-18,1000168402,CJ8002
8000141148,40,BG00013661,ENFKH113T-DR000200,"1,200.000",KG,12-10-18,1000168402,CE8002
8000141165,10,BG00013661,ENJQ17090-DR000200,0.000,KG,12-10-18,1000168403,
8000141165,900001,BG00013661,ENJQ17090-DR000200,"2,000.000",KG,12-10-18,1000168403,CH8004
8000141282,10,BG00013306,ENFB303T0-DR000200,"2,000.000",KG,16-10-18,1000168584,CJ8007
8000141508,10,BG00013090,ENF787000-DR000200,600.000,KG,17-10-18,1000168828,CJ8004
8000141516,10,BG00013090,ENR62E000-DR000200,400.000,KG,17-10-18,1000168038,CK8013
8000141529,10,BG00013090,ENR286000-DR000200,200.000,KG,17-10-18,1000168885,CJ8044
8000141552,10,BG00013090,ENFB34100-DR000200,600.000,KG,17-10-18,1000168791,CE7002
8000141659,10,BG00013661,ENR925T70-DR000200,0.000,KG,17-10-18,1000168402,
8000141659,900001,BG00013661,ENR925T70-DR000200,400.000,KG,17-10-18,1000168402,CJ8017
8000141659,900002,BG00013661,ENR925T70-DR000200,"5,600.000",KG,17-10-18,1000168402,CK8018
8000141841,10,BG00013661,ENRMB30T0-DR000200,0.000,KG,19-10-18,1000169226,
8000141841,900001,BG00013661,ENRMB30T0-DR000200,"2,800.000",KG,19-10-18,1000169226,CJ8004
8000141841,900002,BG00013661,ENRMB30T0-DR000200,"1,200.000",KG,19-10-18,1000169226,CK8005
8000141992,10,BG00013090,ENR925T70-DR000200,"1,600.000",KG,24-10-18,1000169312,CK8018
8000141992,20,BG00013090,ENFC20100-DR000200,"2,000.000",KG,24-10-18,1000169312,CH8004
8000141992,30,BG00013090,ENF750T00-DR000200,"1,400.000",KG,24-10-18,1000169312,CH8002
8000142238,10,BG00013661,ENR20SE65-DR000200,"1,000.000",KG,25-10-18,1000169607,CJ8006
8000142238,20,BG00013661,ENR286000-DR000200,"2,000.000",KG,25-10-18,1000169607,CK8045
8000142238,30,BG00013661,ENJQC418H-DR000200,"2,000.000",KG,25-10-18,1000169607,CK8025
8000142247,10,BG00013306,ENR20SE65-DR000200,0.000,KG,25-10-18,1000169613,
8000142247,20,BG00013306,ENR225000-DR000200,0.000,KG,25-10-18,1000169613,
8000142247,30,BG00013306,ENR286000-DR000200,"1,000.000",KG,25-10-18,1000169613,CK8045
8000142247,40,BG00013306,ENR925T70-DR000200,0.000,KG,25-10-18,1000169613,
8000142247,50,BG00013306,ENRMB20T0-DR000200,"1,000.000",KG,25-10-18,1000169613,CK8009
8000142247,900004,BG00013306,ENR225000-DR000200,200.000,KG,25-10-18,1000169613,CK8007
8000142247,900005,BG00013306,ENR225000-DR000200,800.000,KG,25-10-18,1000169613,CK8008
8000142247,900012,BG00013306,ENR20SE65-DR000200,800.000,KG,25-10-18,1000169613,CJ8006
8000142247,900013,BG00013306,ENR20SE65-DR000200,200.000,KG,25-10-18,1000169613,CK8007
8000142247,900014,BG00013306,ENR925T70-DR000200,600.000,KG,25-10-18,1000169613,CK8018
8000142247,900015,BG00013306,ENR925T70-DR000200,"1,400.000",KG,25-10-18,1000169613,CK8019
8000142462,10,BG00013090,ENR225000-DR000200,200.000,KG,29-10-18,1000169932,CK8008
8000142462,20,BG00013090,ENR62E000-DR000200,400.000,KG,29-10-18,1000169932,CK8013
8000142462,30,BG00013090,ENR925T70-DR000200,"1,000.000",KG,29-10-18,1000169932,CK8019
8000142462,40,BG00013090,ENFC20100-DR000200,"1,200.000",KG,29-10-18,1000169932,CH8004
8000142462,50,BG00013090,ENJQC418H-DR000200,"1,600.000",KG,29-10-18,1000169932,CK8025
8000142593,10,BG00013090,ENFB34100-DR000200,200.000,KG,30-10-18,1000170091,CE7002
8000142636,10,BG00013090,ENR20SE65-DR000200,400.000,KG,30-10-18,1000170218,CK8007
8000142808,10,BG00013661,ENR225000-DR000200,200.000,KG,01-11-18,1000170106,CK8008
8000142808,20,BG00013661,ENR48B000-DR000200,0.000,KG,01-11-18,1000170106,
8000142808,30,BG00013661,ENR925T70-DR000200,"4,000.000",KG,01-11-18,1000170106,CK8019
8000142808,900002,BG00013661,ENR48B000-DR000200,600.000,KG,01-11-18,1000170106,CK8041
8000142808,900003,BG00013661,ENR48B000-DR000200,"3,400.000",KG,01-11-18,1000170106,CK8042
8000142922,10,BG00013090,ENFP64600-DR000200,400.000,KG,02-11-18,1000170452,CD8001
8000142928,10,BG00013306,ENR20SE65-DR000200,"1,000.000",KG,02-11-18,1000170209,CK8007
8000142928,20,BG00013306,ENR225000-DR000200,"2,000.000",KG,02-11-18,1000170209,CK8008
8000142928,30,BG00013306,ENR286000-DR000200,0.000,KG,02-11-18,1000170209,
8000142928,900004,BG00013306,ENR286000-DR000200,"1,600.000",KG,02-11-18,1000170209,CK8047
8000142928,900005,BG00013306,ENR286000-DR000200,"1,400.000",KG,02-11-18,1000170209,CK8048
8000142930,10,BG00013661,ENRMB30T0-DR000200,"4,000.000",KG,02-11-18,1000170147,CK8005
8000142930,20,BG00013661,ENFKH210T-DR000200,"1,200.000",KG,02-11-18,1000170147,CJ8002
8000143200,10,BG00013661,ENR48B000-DR000200,0.000,KG,05-11-18,1000170724,
8000143200,900004,BG00013661,ENR48B000-DR000200,"3,200.000",KG,05-11-18,1000170724,CK8043
8000143200,900005,BG00013661,ENR48B000-DR000200,800.000,KG,05-11-18,1000170724,CK8044
8000143273,10,BG00013090,ENGAL9009-DR000100,0.000,KG,05-11-18,1000170153,
8000143273,900001,BG00013090,ENGAL9009-DR000100,800.000,KG,05-11-18,1000170153,CL8021
8000143299,10,BG00013661,ENRMB30T0-DR000200,"2,000.000",KG,06-11-18,1000170726,CK8005
8000143299,20,BG00013661,ENJQ17090-DR000200,"1,200.000",KG,06-11-18,1000170726,CH8004
8000143329,10,BG00013306,ENRMB20T0-DR000200,0.000,KG,06-11-18,1000170917,
8000143329,900001,BG00013306,ENRMB20T0-DR000200,"1,000.000",KG,06-11-18,1000170917,CK8010
8000143330,10,BG00013306,ENR286000-DR000200,"1,000.000",KG,06-11-18,1000170919,CK8048
8000143330,20,BG00013306,ENR48B000-DR000200,"3,000.000",KG,06-11-18,1000170919,CK8044
8000143360,10,BG00013306,ENR925T70-DR000200,0.000,KG,07-11-18,1000170917,
8000143360,900004,BG00013306,ENR925T70-DR000200,"1,200.000",KG,07-11-18,1000170917,CK8019
8000143360,900005,BG00013306,ENR925T70-DR000200,"1,800.000",KG,07-11-18,1000170917,CL8020
8000143367,10,BG00013661,ENRMB20T0-DR000200,"2,000.000",KG,07-11-18,1000170727,CK8010
8000143367,20,BG00013661,ENFB303T0-DR000200,"2,000.000",KG,07-11-18,1000170727,CK8008
8000143368,10,BG00013661,ENR925T70-DR000200,"4,000.000",KG,07-11-18,1000170724,CL8020
8000143413,10,BG00013661,ENJQC418H-DR000200,0.000,KG,07-11-18,1000170727,
8000143413,900003,BG00013661,ENJQC418H-DR000200,600.000,KG,07-11-18,1000170727,CK8025
8000143413,900004,BG00013661,ENJQC418H-DR000200,"1,400.000",KG,07-11-18,1000170727,CL8026
8000143549,10,BG00013090,ENFP64600-DR000200,800.000,KG,08-11-18,1000171151,CD8001
8000143588,10,BG00013090,ENFC20100-DR000200,600.000,KG,08-11-18,1000171209,CH8004
8000143715,10,BG00013661,ENFKH113T-DR000200,0.000,KG,09-11-18,1000170147,
8000143715,900004,BG00013661,ENFKH113T-DR000200,200.000,KG,09-11-18,1000170147,CE8002
8000143715,900005,BG00013661,ENFKH113T-DR000200,"1,000.000",KG,09-11-18,1000170147,CL8003
8000143792,10,BG00013306,ENRMB20T0-DR000200,"1,000.000",KG,12-11-18,1000171156,CK8010
8000143830,10,BG00013090,ENR20SE65-DR000200,"1,600.000",KG,12-11-18,1000171450,CK8007
8000143830,20,BG00013090,ENR925T70-DR000200,"1,800.000",KG,12-11-18,1000171450,CL8020
8000143830,30,BG00013090,ENJQC418H-DR000200,"1,600.000",KG,12-11-18,1000171450,CL8026
8000143982,10,BG00013661,ENJQ17090-DR000200,"2,800.000",KG,13-11-18,1000170726,CL8005
8000144096,10,BG00013090,ENFC20100-DR000200,600.000,KG,14-11-18,1000171596,CL8005
8000144096,20,BG00013090,ENFB303T0-DR000200,200.000,KG,14-11-18,1000171596,CK8008
8000144097,10,BG00013090,ENFC20100-DR000200,200.000,KG,14-11-18,1000171209,CL8005
8000144186,10,BG00013661,ENR20SE65-DR000200,"1,200.000",KG,15-11-18,1000171851,CK8007
8000144186,20,BG00013661,ENR48B000-DR000200,0.000,KG,15-11-18,1000171851,
8000144186,900007,BG00013661,ENR48B000-DR000200,"3,200.000",KG,15-11-18,1000171851,CL8045
8000144186,900008,BG00013661,ENR48B000-DR000200,800.000,KG,15-11-18,1000171851,CL8046
8000144188,10,BG00013661,ENFC20100-DR000200,"1,000.000",KG,15-11-18,1000171844,CL8005
8000144221,10,BG00013306,ENR20SE65-DR000200,"1,000.000",KG,15-11-18,1000171873,CK8007
8000144221,20,BG00013306,ENR225000-DR000200,0.000,KG,15-11-18,1000171873,
8000144221,30,BG00013306,ENRMB20T0-DR000200,"1,400.000",KG,15-11-18,1000171873,CK8010
8000144221,900003,BG00013306,ENR225000-DR000200,"1,400.000",KG,15-11-18,1000171873,CK8008
8000144359,10,BG00013306,ENRMB20T0-DR000200,600.000,KG,16-11-18,1000171873,CL8011
8000144545,10,BG00013661,ENRMB30T0-DR000200,"4,000.000",KG,20-11-18,1000171844,CL8006
8000144639,10,BG00013090,ENR925T70-DR000200,600.000,KG,20-11-18,1000171450,CL8021
8000144771,10,BG00013306,ENR20SE65-DR000200,"1,000.000",KG,22-11-18,1000172448,CK8007
8000144771,20,BG00013306,ENR286000-DR000200,"1,000.000",KG,22-11-18,1000172448,CL8050
8000144771,30,BG00013306,ENR925T70-DR000200,"2,000.000",KG,22-11-18,1000172448,CL8021
8000144771,40,BG00013306,ENRMB20T0-DR000200,"1,000.000",KG,22-11-18,1000172448,CL8011
8000144771,50,BG00013306,ENFB303T0-DR000200,"1,000.000",KG,22-11-18,1000172448,CK8008
8000144951,10,BG00013090,ENR62E000-DR000200,0.000,KG,23-11-18,1000172775,
8000144951,20,BG00013090,ENFB34100-DR000200,200.000,KG,23-11-18,1000172775,CE7002
8000144951,30,BG00013090,ENFP64600-DR000200,400.000,KG,23-11-18,1000172775,CD8001
8000144951,900001,BG00013090,ENR62E000-DR000200,200.000,KG,23-11-18,1000172775,CK8014
8000145133,10,BG00013306,ENR286000-DR000200,800.000,KG,27-11-18,1000172738,CL8051
8000145133,20,BG00013306,ENR925T70-DR000200,"3,000.000",KG,27-11-18,1000172738,CL8021
8000145133,30,BG00013306,ENFB303T0-DR000200,"2,400.000",KG,27-11-18,1000172738,CL8009
8000145257,10,BG00013306,ENR225000-DR000200,"1,000.000",KG,28-11-18,1000172449,CL8009
8000145258,10,BG00013306,ENR225000-DR000200,200.000,KG,28-11-18,1000171873,CL8009
8000145533,10,BG00013090,ENR225000-DR000200,400.000,KG,03-12-18,1000173160,CL8009
8000145534,10,BG00013306,ENFB303T0-DR000200,"2,000.000",KG,03-12-18,1000173138,CL8009
8000145535,10,BG00013306,ENR286000-DR000200,"1,000.000",KG,03-12-18,1000173146,CL8052
8000145539,10,BG00013090,ENFC20100-DR000200,0.000,KG,03-12-18,1000173011,
8000145539,900001,BG00013090,ENFC20100-DR000200,"1,600.000",KG,03-12-18,1000173011,CL8005
8000145582,10,BG00013090,ENR925T70-DR000200,0.000,KG,03-12-18,1000173572,
8000145582,20,BG00013090,ENJQC418H-DR000200,0.000,KG,03-12-18,1000173572,
8000145582,30,BG00013090,ENJQM743B-DR000200,0.000,KG,03-12-18,1000173572,
8000145582,900001,BG00013090,ENR925T70-DR000200,"1,600.000",KG,03-12-18,1000173572,CL8021
8000145582,900002,BG00013090,ENJQC418H-DR000200,800.000,KG,03-12-18,1000173572,CL8027
8000145582,900003,BG00013090,ENJQC418H-DR000200,"1,600.000",KG,03-12-18,1000173572,CL8028
8000145582,900004,BG00013090,ENJQM743B-DR000200,600.000,KG,03-12-18,1000173572,CJ8002
8000145905,10,BG00013306,ENRMB20T0-DR000200,"3,000.000",KG,06-12-18,1000173819,CL8011
8000145943,10,BG00013661,ENR925T70-DR000200,0.000,KG,06-12-18,1000173288,
8000145943,20,BG00013661,ENRMB30T0-DR000200,"1,000.000",KG,06-12-18,1000173288,CL8006
8000145943,900005,BG00013661,ENR925T70-DR000200,600.000,KG,06-12-18,1000173288,CL8021
8000145943,900006,BG00013661,ENR925T70-DR000200,"3,400.000",KG,06-12-18,1000173288,CM8022
8000146260,10,BG00013306,ENR225000-DR000200,"1,000.000",KG,08-12-18,1000173146,CL8009
8000146260,20,BG00013306,ENR925T70-DR000200,"3,000.000",KG,08-12-18,1000173146,CM8022
8000146541,10,BG00013090,ENJQB5100-DR000200,0.000,KG,12-12-18,1000174576,
8000146541,20,BG00013090,ENJQC418H-DR000200,0.000,KG,12-12-18,1000174576,
8000146541,900001,BG00013090,ENJQB5100-DR000200,200.000,KG,12-12-18,1000174576,CK8005
8000146541,900002,BG00013090,ENJQC418H-DR000200,800.000,KG,12-12-18,1000174576,CL8029
8000146602,10,BG00013306,ENR20SE65-DR000200,"1,000.000",KG,13-12-18,1000174212,CK8007
8000146602,20,BG00013306,ENR286000-DR000200,"2,000.000",KG,13-12-18,1000174212,CL8053
8000146602,30,BG00013306,ENR48B000-DR000200,"1,000.000",KG,13-12-18,1000174212,CL8048
8000146602,40,BG00013306,ENFB303T0-DR000200,"2,600.000",KG,13-12-18,1000174212,CL8009
8000146611,10,BG00013661,ENR925T70-DR000200,0.000,KG,12-12-18,1000174497,
8000146611,20,BG00013661,ENJQC418H-DR000200,0.000,KG,12-12-18,1000174497,
8000146611,900004,BG00013661,ENJQC418H-DR000200,"1,000.000",KG,12-12-18,1000174497,CL8029
8000146611,900005,BG00013661,ENR925T70-DR000200,"1,200.000",KG,12-12-18,1000174497,CM8022
8000146611,900006,BG00013661,ENR925T70-DR000200,"2,800.000",KG,12-12-18,1000174497,CM8023
8000146648,10,BG00013661,ENRMB30T0-DR000200,0.000,KG,13-12-18,1000174498,
8000146648,20,BG00013661,ENJQ17090-DR000200,"1,000.000",KG,13-12-18,1000174498,CL8005
8000146648,900005,BG00013661,ENRMB30T0-DR000200,"2,200.000",KG,13-12-18,1000174498,CL8006
8000146648,900006,BG00013661,ENRMB30T0-DR000200,"1,800.000",KG,13-12-18,1000174498,CM8007
8000146664,10,BG00013661,ENR20SE65-DR000200,0.000,KG,13-12-18,1000174649,
8000146664,20,BG00013661,ENR48B000-DR000200,0.000,KG,13-12-18,1000174649,
8000146664,30,BG00013661,ENRMB20T0-DR000200,0.000,KG,13-12-18,1000174649,
8000146664,900004,BG00013661,ENR48B000-DR000200,"2,000.000",KG,13-12-18,1000174649,CL8049
8000146664,900005,BG00013661,ENRMB20T0-DR000200,"1,800.000",KG,13-12-18,1000174649,CL8011
8000146664,900006,BG00013661,ENRMB20T0-DR000200,200.000,KG,13-12-18,1000174649,CM8012
