Plant,Created on,Inspection Lot,Material,Material Description,Batch,Date of Manufacture,Inspection Type,Insp. Lot Quantity,Base unit of measure,Order,SLED/BBD,Material to Which the Quantity is Posted,UD code,Movement Type,Material Document,Short text for the characteristic,Upper tol. limit,Lower tolerance limit,Int. unit/measure.,Original Value,InfoField2
RB11,02-07-18,40000050175,RKA506000-DR000200,ACRYLAX-506,CG8066,02-07-18,Z04,0.000,KG,1023585,29-12-18,Usage decision has been made,A,101,5000232964,Particle Size,0.28,0.15,Micron,0.219,UV-VIS Spectrophotom
RB11,02-07-18,40000050175,RKA506000-DR000200,ACRYLAX-506,CG8066,02-07-18,Z04,0.000,KG,1023585,29-12-18,Usage decision has been made,A,101,5000232964,ART,210,95,cP,119,30oC
RB11,02-07-18,40000050175,RKA506000-DR000200,ACRYLAX-506,CG8066,02-07-18,Z04,"9,400.000",KG,1023585,29-12-18,Usage decision has been made,A,101,5000232964,pH,6,4,,5.3,"30oC,pH Meter"
RB11,02-07-18,40000050176,RKA506000-DR000200,ACRYLAX-506,CG8066,02-07-18,Z04,0.000,KG,1023585,29-12-18,Usage decision has been made,A,101,5000232964,Viscosity,99.9,-999,cP,11.6,"30oC,Viscometer"
RB11,02-07-18,40000050176,RKA506000-DR000200,ACRYLAX-506,CG8066,02-07-18,Z04,0.000,KG,1023585,29-12-18,Usage decision has been made,A,101,5000232964,Non Volatile Content,46,44,%,45.3,1.5g./150oC/30min
RB11,02-07-18,40000050176,RKA506000-DR000200,ACRYLAX-506,CG8066,02-07-18,Z04,0.000,KG,1023585,29-12-18,Usage decision has been made,A,101,5000232964,Specific Gravity,1.14,1.02,,1.078,"30oC,Hydrometer"
RB11,02-07-18,40000050176,RKA506000-DR000200,ACRYLAX-506,CG8066,02-07-18,Z04,0.000,KG,1023585,29-12-18,Usage decision has been made,A,101,5000232964,Particle Size,0.28,0.15,Micron,0.219,UV-VIS Spectrophotom
RB11,02-07-18,40000050176,RKA506000-DR000200,ACRYLAX-506,CG8066,02-07-18,Z04,0.000,KG,1023585,29-12-18,Usage decision has been made,A,101,5000232964,ART,210,95,cP,119,30oC
RB11,02-07-18,40000050176,RKA506000-DR000200,ACRYLAX-506,CG8066,02-07-18,Z04,67.000,KG,1023585,29-12-18,Usage decision has been made,A,101,5000232964,pH,6,4,,5.3,"30oC,pH Meter"
RB11,02-07-18,40000050178,ENGSE310B-BLK20000,ALMATEX SE310B,CG8043,02-07-18,Z04,0.000,KG,1023584,29-12-18,Usage decision has been made,A,101,5000232965,pH,9.5,7.5,,8.4,"30oC,pH Meter"
RB11,02-07-18,40000050178,ENGSE310B-BLK20000,ALMATEX SE310B,CG8043,02-07-18,Z04,0.000,KG,1023584,29-12-18,Usage decision has been made,A,101,5000232965,Viscosity,3500,500,cP,1440,"30oC,Viscometer"
RB11,02-07-18,40000050178,ENGSE310B-BLK20000,ALMATEX SE310B,CG8043,02-07-18,Z04,0.000,KG,1023584,29-12-18,Usage decision has been made,A,101,5000232965,Non Volatile Content,47,43,%,46.1,1.5g./150oC/30min
RB11,02-07-18,40000050178,ENGSE310B-BLK20000,ALMATEX SE310B,CG8043,02-07-18,Z04,0.000,KG,1023584,29-12-18,Usage decision has been made,A,101,5000232965,Particle Size,0.16,0.09,Micron,0.115,UV-VISIBLE
